created_at,favorite_count,favourites_count,followers_count,retweet_count,tweet_id
2017-02-21 17:04:24,14073,132501,6197758,2462,834086379323871233
2017-02-21 02:17:06,14450,132501,6197758,2671,833863086058651648
2017-02-20 23:50:09,16507,132501,6197758,3830,833826103416520705
2017-02-20 17:37:34,0,132501,6197759,242,833732339549220864
2017-02-20 17:00:04,22256,132501,6197759,3566,833722901757046785
2017-02-20 00:53:27,16014,132501,6197759,2297,833479644947025920
2017-02-19 01:23:00,21804,132501,6197759,5407,833124694597443584
2017-02-18 17:00:10,14350,132501,6197759,2473,832998151111966721
2017-02-18 01:50:19,0,132501,6197759,44,832769181346996225
2017-02-18 01:03:09,18153,132501,6197759,4029,832757312314028032
2017-02-17 20:05:43,12826,132501,6197759,3290,832682457690300417
2017-02-17 17:38:57,3145,132501,6197759,579,832645525019123713
2017-02-17 17:01:29,17117,132501,6197760,3132,832636094638288896
2017-02-17 01:13:34,12914,132501,6197760,2486,832397543355072512
2017-02-16 23:23:38,18516,132501,6197760,3566,832369877331693569
2017-02-16 17:00:25,12184,132501,6197760,2610,832273440279240704
2017-02-16 13:11:49,0,132501,6197760,6910,832215909146226688
2017-02-16 13:11:05,0,132501,6197761,10459,832215726631055365
2017-02-16 04:45:50,72,132501,6197761,2,832088576586297345
2017-02-16 01:34:34,0,132501,6197761,10854,832040443403784192
2017-02-16 01:04:13,19288,132501,6197761,5211,832032802820481025
2017-02-15 18:54:34,25928,132501,6197761,6869,831939777352105988
2017-02-15 18:03:45,366,132501,6197761,37,831926988323639298
2017-02-15 17:02:36,29891,132501,6197761,7293,831911600680497154
2017-02-15 01:04:21,11297,132501,6197761,2024,831670449226514432
2017-02-14 23:43:18,7761,132501,6197761,2183,831650051525054464
2017-02-14 17:17:22,9736,132501,6197761,2560,831552930092285952
2017-02-14 02:02:51,9909,132501,6197761,1707,831322785565769729
2017-02-14 01:35:49,7013,132501,6197761,1242,831315979191906304
2017-02-14 01:09:44,12641,132501,6197761,2720,831309418084069378
2017-02-13 22:03:49,12863,132501,6197761,2296,831262627380748289
2017-02-13 01:46:03,8614,132501,6197761,1684,830956169170665475
2017-02-12 01:04:29,72339,132501,6197761,18848,830583320585068544
2017-02-10 21:54:58,0,132501,6197762,6387,830173239259324417
2017-02-10 16:53:37,10637,132501,6197762,3373,830097400375152640
2017-02-10 02:25:42,0,132501,6197762,5618,829878982036299777
2017-02-10 01:15:49,13249,132501,6197762,2199,829861396166877184
2017-02-09 01:27:41,34321,132501,6197762,11882,829501995190984704
2017-02-08 22:00:52,11345,132501,6197762,2278,829449946868879360
2017-02-08 17:00:26,37520,132501,6197762,10454,829374341691346946
2017-02-08 01:35:19,26556,132501,6197763,8314,829141528400556032
2017-02-07 17:00:28,57355,132501,6197763,18185,829011960981237760
2017-02-07 03:04:22,0,132501,6197763,3808,828801551087042563
2017-02-07 01:00:22,27677,132501,6197764,6591,828770345708580865
2017-02-06 20:55:28,39637,132501,6197765,12577,828708714936930305
2017-02-06 17:02:17,10305,132501,6197765,1506,828650029636317184
2017-02-06 01:07:28,6800,132501,6197765,1283,828409743546925057
2017-02-06 01:03:14,8284,132501,6197765,1435,828408677031882754
2017-02-05 23:15:47,13671,132501,6197765,2489,828381636999917570
2017-02-05 22:55:23,8005,132501,6197765,1191,828376505180889089
2017-02-05 22:40:03,13561,132501,6197765,3273,828372645993398273
2017-02-05 21:56:51,2371,132501,6197765,191,828361771580813312
2017-02-05 01:04:17,12754,132501,6197765,3199,828046555563323392
2017-02-04 22:45:42,11223,132501,6197765,2397,828011680017821696
2017-02-04 17:34:40,21847,132501,6197765,5870,827933404142436356
2017-02-03 23:04:02,16755,132501,6197765,3359,827653905312006145
2017-02-03 19:31:54,8038,132501,6197765,1055,827600520311402496
2017-02-03 01:16:53,17226,132501,6197765,3427,827324948884643840
2017-02-02 17:00:17,11476,132501,6197765,2515,827199976799354881
2017-02-02 01:01:21,23417,132501,6197765,5618,826958653328592898
2017-02-01 17:44:55,39654,132501,6197765,11548,826848821049180160
2017-02-01 02:17:19,0,132501,6197766,4428,826615380357632002
2017-02-01 01:11:25,5551,132501,6197766,287,826598799820865537
2017-02-01 01:09:42,10932,132501,6197766,2638,826598365270007810
2017-01-31 17:06:32,19986,132501,6197766,4713,826476773533745153
2017-01-31 01:27:39,14392,132501,6197766,2907,826240494070030336
2017-01-30 23:05:46,5285,132501,6197766,1054,826204788643753985
2017-01-30 17:10:04,17030,132501,6197766,3520,826115272272650244
2017-01-30 01:21:19,11355,132501,6197766,2100,825876512159186944
2017-01-29 22:15:05,13819,132501,6197766,2797,825829644528148480
2017-01-29 02:44:34,56502,132501,6197766,19321,825535076884762624
2017-01-28 01:04:51,19890,132501,6197766,5140,825147591692263424
2017-01-27 23:16:13,0,132501,6197767,1446,825120256414846976
2017-01-27 17:04:02,6909,132501,6197767,1446,825026590719483904
2017-01-27 01:49:15,0,132501,6197767,6165,824796380199809024
2017-01-27 00:24:48,16275,132501,6197767,3965,824775126675836928
2017-01-26 17:02:56,10943,132501,6197767,1953,824663926340194305
2017-01-25 18:38:36,12806,132501,6197767,11649,824325613288833024
2017-01-25 16:45:05,16352,132501,6197767,4351,824297048279236611
2017-01-24 22:44:42,5185,132501,6197767,667,824025158776213504
2017-01-24 17:04:50,11570,132501,6197767,3049,823939628516474880
2017-01-24 02:28:08,0,132501,6197767,12679,823719002937630720
2017-01-24 01:08:40,13654,132501,6197767,2714,823699002998870016
2017-01-23 17:20:14,14174,132501,6197767,2984,823581115634085888
2017-01-23 00:56:15,761,132501,6197767,29,823333489516937216
2017-01-23 00:13:17,17148,132501,6197767,4537,823322678127919110
2017-01-22 20:42:21,0,132501,6197767,11115,823269594223824897
2017-01-22 01:12:59,18841,132501,6197767,3875,822975315408461824
2017-01-21 18:26:02,144090,132501,6197767,49520,822872901745569793
2017-01-21 17:31:20,14377,132501,6197767,2570,822859134160621569
2017-01-21 03:29:14,0,132501,6197767,7217,822647212903690241
2017-01-21 01:02:48,16068,132501,6197767,3339,822610361945911296
2017-01-20 17:00:46,19783,132501,6197767,7217,822489057087389700
2017-01-20 15:17:01,31235,132501,6197767,16687,822462944365645825
2017-01-20 00:50:15,38214,132501,6197767,11115,822244816520155136
2017-01-19 19:25:24,0,132501,6197767,5441,822163064745328640
2017-01-19 01:04:45,12385,132501,6197767,2637,821886076407029760
2017-01-18 20:16:54,0,132501,6197767,3763,821813639212650496
2017-01-18 17:07:18,9191,132501,6197767,1868,821765923262631936
2017-01-18 01:01:34,8733,132501,6197767,1989,821522889702862852
2017-01-17 18:17:58,0,132501,6197767,6311,821421320206483457
2017-01-17 17:21:47,12861,132501,6197767,4920,821407182352777218
2017-01-17 00:33:26,276,132501,6197767,10,821153421864615936
2017-01-17 00:18:04,9536,132501,6197767,2271,821149554670182400
2017-01-16 21:32:06,10477,132501,6197767,2407,821107785811234820
2017-01-16 17:20:45,13810,132501,6197767,2582,821044531881721856
2017-01-16 03:37:31,0,132501,6197767,7555,820837357901512704
